hh,WDIR,WSPD,GST,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,WVHT
13,163,6.2,6.9,4,3.42,154,1022.7,20,21,16.1,0.53
14,165,6.3,7.3,3.45,3.38,160,1023.2,20.1,21,16,0.5
15,159,6,6.9,4,3.44,169,1023.3,20.1,21.1,15.6,0.51
16,160,6,7,4,3.32,171,1023.2,20.3,21.1,15.2,0.46
17,160,5.4,6.4,3.33,3.34,160,1023,20.5,21.2,15.3,0.47
18,159,5.2,6,3.57,3.19,167,1022.8,20.6,21.2,14.7,0.41
19,154,4.2,5,3.45,3.15,177,1022.6,21,21.3,14.2,0.39
20,163,2.9,3.2,3.33,3.05,179,1022.3,21.4,21.4,14,0.32
21,174,2.1,2.5,3.33,3,182,1022,21.6,21.4,14.2,0.28
6,64,4.6,5.3,2.94,2.83,63,1020.2,22.1,21.7,19.8,0.3
7,84,4.8,5.6,3.03,2.75,54,1020.1,22,21.6,19.9,0.28
8,88,5.5,6.4,2.94,2.66,52,1020.2,21.7,21.6,19.9,0.27
9,101,5.7,6.7,2.86,2.67,55,1020.4,21.4,21.6,19.9,0.27
10,98,4.9,5.6,3.03,2.69,61,1020.6,21.4,21.5,19.9,0.3
11,103,5.9,6.8,3.03,2.71,62,1020.6,21.4,21.5,19.9,0.3
12,102,5.4,6.3,2.94,2.71,77,1020.7,21.4,21.5,19.9,0.32
13,110,5.3,6.6,2.94,2.85,88,1020.5,21.6,21.5,19.9,0.37
14,111,5.2,6,3.13,2.94,82,1020.6,21.5,21.5,19.9,0.41
15,107,3.8,4.4,3.33,3.05,80,1020.5,21.7,21.5,20.2,0.42
16,108,2.3,3,3.23,3,96,1020.2,21.9,21.7,20.5,0.33
17,112,2.3,3.1,3.03,2.91,92,1019.7,22.1,21.9,20.7,0.28
7,149,4.9,5.6,2.47,2.47,109,1014.5,22.4,21.8,20.4,0.26
7,8,7.3,8.6,2.6,2.54,356,1012.6,20.9,22,19.3,0.33
8,356,5.9,6.7,3.33,3.12,4,1012.8,20.9,21.9,19.3,0.53
9,353,6.4,7.7,4.17,3.42,13,1013,20.9,21.9,19.4,0.71
10,2,6.2,7.3,4.55,3.86,22,1013.4,21,21.7,19.6,0.82
11,12,5.9,6.8,5.88,4.58,26,1013.6,20.9,21.7,19.5,1.08
12,335,7.5,9.1,6.25,4.76,31,1014.4,20.7,21.7,18.6,1.14
13,350,4.3,5.1,6.67,4.7,37,1014,20.4,21.8,18.2,1.04
14,10,4.7,6.6,6.67,4.77,34,1013.9,20.4,21.8,18,1
15,16,4.3,5.9,6.67,4.67,37,1014.6,20.3,21.8,17.7,0.98
16,2,4.8,5.7,7.14,4.38,35,1014.7,20.1,21.8,17.4,0.82
17,336,8.4,9.8,6.67,4.37,34,1015.5,20,21.8,17.4,0.81
18,341,7.2,8.2,4.76,4.07,29,1014.7,19.8,21.8,17.3,0.89
20,101,1.3,2.1,5.56,4.24,22,1014,19.4,21.7,16.6,0.84
21,48,3.9,4.9,5.26,4.27,359,1014,19.9,21.7,17,0.77
22,7,4.8,5.7,5,4.16,33,1014.6,19.9,21.7,16.8,0.68
23,19,4.2,5.4,5,4,32,1014.2,19.6,21.6,16.8,0.66
0,35,3.1,4.1,4.76,4.06,31,1013.9,19.7,21.6,17,0.65
1,18,5.8,6.7,5,4.02,28,1015,19.7,21.6,17.3,0.66
2,4,7.3,8.5,5,3.77,33,1015.6,19.6,21.6,16.9,0.65
3,15,8.1,9.9,4.35,3.54,36,1015.4,19.7,21.6,17.1,0.71
4,26,7.8,9,4.35,3.56,35,1015.5,19.5,21.6,16.9,0.79
5,17,6.8,7.9,4.55,3.62,43,1016,19.4,21.5,16.8,0.77
6,15,7.4,8.7,4.76,3.77,41,1016.1,19.2,21.5,16.6,0.94
7,23,7.8,9,4.76,3.79,44,1015.9,19,21.5,16.6,0.86
8,24,9,10.6,4.76,3.81,37,1016.2,18.4,21.5,16.2,0.88
9,40,7.9,9,4.76,3.87,40,1016.1,18.2,21.4,15.8,0.93
10,64,7.2,8.2,4.76,3.89,37,1016,18.1,21.4,15.3,0.91
11,47,8.2,9.5,4.76,3.68,33,1017,17.9,21.4,15.1,0.79
12,55,7,8.1,4.76,3.7,30,1017.2,17.6,21.4,15,0.82
13,73,6.3,7.5,4.76,3.84,21,1017.5,17.7,21.4,15.2,0.85
14,78,4.8,5.9,4.76,3.73,21,1017.6,17.6,21.3,15.5,0.75
15,65,3.4,4.3,4.76,3.86,25,1018.2,17.2,21.3,15.6,0.72
16,32,4.3,5.5,4.76,3.89,27,1018.8,17.2,21.3,15.4,0.64
17,40,5.7,7.3,4.55,3.71,34,1018.1,17.6,21.3,15.9,0.56
18,54,5.4,6.9,4.55,3.55,26,1017.7,17.7,21.2,16,0.56
19,53,3.3,4.2,4.35,3.55,22,1017.8,18.1,21.3,16.2,0.56
20,38,3.2,3.8,4.35,3.68,23,1017.1,18.3,21.3,16.2,0.55
21,17,5.3,6.5,4.76,3.66,33,1016.9,18.8,21.3,16.7,0.53
22,11,4.7,5.5,5,3.5,28,1017,18.9,21.2,16.6,0.52
23,54,5.4,6.5,4.55,3.48,32,1015.5,19.2,21.2,17,0.48
0,51,5.2,6.1,4.55,3.31,34,1015.7,19.9,21.2,17.7,0.46
1,49,6,6.8,4.17,3.22,28,1015.9,20.5,21.2,18.3,0.48
2,53,4.6,5.2,4.55,3.22,29,1016.2,21.2,21.3,18.9,0.5
3,65,4.3,5,4.55,3.21,22,1015.7,21.3,21.4,19.3,0.43
4,75,4.4,5.1,3.57,3.28,26,1015.5,21.4,21.4,19.3,0.42
5,80,5,5.8,3.57,3.26,16,1015.3,21.6,21.4,19.5,0.38
6,88,4.8,5.4,3.33,3.11,28,1015.4,21.6,21.3,19.7,0.35
7,70,4.8,5.5,3.7,3.27,22,1015.2,21.4,21.3,19.7,0.33
8,81,5.7,6.4,3.57,3.14,6,1015,21.2,21.2,19.6,0.34
9,85,6.3,7.2,3.57,3.04,11,1014.8,21.1,21.2,19.1,0.35
10,79,7.7,8.9,2.94,3.02,89,1014.7,20.6,21.2,18.9,0.44
11,72,6,7.9,3.45,3.25,73,1015.6,20.4,21.1,19.2,0.6
12,86,8.5,9.9,3.85,3.52,76,1015,20.3,21.1,18.6,0.7
13,85,6.2,7.4,4,3.59,84,1016.3,19.8,21.1,18.7,0.71
14,105,9.2,10.7,3.85,3.44,77,1014.9,19.9,21.1,18.7,0.66
15,110,6.9,8.8,4.17,3.58,86,1014.8,20.4,21.1,19.1,0.75
16,124,5.9,7.1,3.85,3.61,88,1014.4,20.7,21.1,19.3,0.75
17,133,5.7,7.4,4.35,3.56,69,1013.5,21.4,21.2,19.9,0.66
18,149,4.7,5.6,4,3.41,77,1012.8,22.2,21.3,20.8,0.65
19,146,6.2,7,3.85,3.34,90,1011.3,22.8,21.4,21,0.63
20,147,5.9,6.6,3.7,3.24,93,1010.4,23.2,21.4,21.3,0.53
21,144,4.2,4.7,3.45,3.12,133,1009.8,23.5,21.5,21.5,0.41
22,149,6.2,7.1,3.13,2.84,104,1009.4,23.7,21.5,21.4,0.33
23,146,7.8,9.2,2.74,2.64,128,1008.6,23.7,21.5,20.9,0.34
0,141,9.1,11.1,2.86,2.78,141,1007.8,23.9,21.4,20.7,0.48
1,155,10.3,11.8,3.7,3.24,139,1007.7,24.1,21.4,20.9,0.73
2,165,9.6,11,4,3.49,142,1008.2,24.2,21.4,20.8,0.88
3,174,9.4,10.8,4.35,3.58,144,1008,24.6,21.3,20.6,0.86
4,184,9.8,11.5,4.17,3.79,140,1007.8,24.7,21.3,20.5,0.97
5,186,9.7,11.4,4.76,3.86,154,1007.5,23.9,21.3,20.5,1.08
6,182,10.1,12,4.55,3.95,156,1006.8,23.7,21.3,20.5,1.11
7,190,10.4,12.1,4.76,4.03,144,1006.2,24,21.3,20.5,1.09
8,194,10.9,12.5,5,4.21,165,1005.6,24,21.2,20.2,1.36
9,205,10,11.6,4.76,4.31,166,1005.9,23.8,21.2,20.1,1.38
10,219,8.5,10,5.56,4.33,156,1005.6,23.8,21.2,20.2,1.24
11,205,8.2,9.4,5.56,4.22,149,1006.2,23.3,21.2,20.3,1.07
12,245,9.7,12.2,5.26,4.27,160,1006.7,23.4,21.2,19.1,1.08
13,256,10.6,13,5.26,4.07,150,1008,22.5,21.2,18.1,1.24
14,232,8.6,10.2,4.76,4.34,180,1008.6,22.1,21.2,18.7,1.33
15,256,9,11,5.26,4.41,161,1009.5,22.1,21.2,18.9,1.3
16,268,10.8,12.7,5,4.34,176,1010.7,21.2,21.2,16.4,1.35
17,264,10.7,12.4,5.26,4.47,205,1011.5,20.8,21.2,15.4,1.52
18,276,10.5,12.8,5.26,4.6,205,1012.5,20.4,21.2,13.7,1.71
19,298,11.5,13.9,5.88,4.61,222,1013.4,20.4,21.1,13.8,1.58
20,315,11.8,14.1,5.56,4.51,268,1014.9,19.5,21.1,13.3,1.54
21,318,12.1,14.9,5.56,4.72,303,1016.2,18.9,21.1,11.9,1.74
22,309,11.5,14.1,5.88,4.91,330,1017.4,18.5,21,10.9,1.92
23,323,10.9,13.9,6.67,5.05,337,1018.7,18.1,21,11.2,1.92
0,336,12.5,15.1,6.25,4.91,342,1019.9,17.4,21,11.2,1.9
1,341,12.8,15,6.25,5.03,358,1021.5,16.5,20.9,9.3,2.04
2,352,11.6,14.6,6.25,5.2,7,1022.9,15.9,20.9,8.4,2.14
3,3,11.1,14.3,6.67,5.25,20,1023.5,15.7,20.8,8.4,2.17
4,1,10.8,13.2,6.67,5.19,13,1024.2,15.2,20.8,8.6,1.95
5,15,10.9,14.1,7.14,5.35,24,1024.1,15.3,20.9,8.3,2.1
6,16,9.6,12,7.69,5.77,32,1024.8,15.3,20.9,8.2,2.41
7,39,9.2,11.2,8.33,5.66,32,1025.2,14.7,20.9,8.7,2.21
8,42,9,11.9,7.14,5.35,18,1025.8,14.1,20.8,7.4,1.99
9,43,9.4,13.1,7.69,5.68,29,1026.1,13.9,20.8,6.9,1.96
10,50,9.3,12.5,7.69,5.33,20,1026.6,14.1,20.7,6.9,1.8
11,62,8.6,10.9,7.69,5.17,21,1027,14.2,20.7,5.4,1.58
12,56,9.1,12.1,6.67,5.02,22,1026.8,14.3,20.6,6.7,1.51
13,65,8.4,10.1,7.14,5.09,16,1027.1,14.1,20.6,6.2,1.54
14,80,8.4,10.3,7.69,4.73,11,1027.4,13.9,20.5,4.8,1.33
15,79,7,8.5,7.14,4.74,14,1027.6,13.9,20.5,6,1.3
16,73,6.4,8.4,6.67,4.64,15,1027.4,14.1,20.5,5.7,1.21
17,82,5.7,6.9,6.67,4.47,19,1026.7,14.1,20.6,4.5,1.06
18,78,4.6,6.5,5.26,4.23,16,1026,14.3,20.6,3.4,0.91
19,88,3.2,4.4,4,4.06,59,1025.4,14.5,20.6,3.7,0.75
20,78,2.3,3.3,5.56,3.97,13,1024.6,14.8,20.6,4.5,0.67
21,83,2.5,3.9,5.56,3.85,23,1024.1,15.3,20.6,5.1,0.56
22,69,2.2,3.2,5.88,3.87,23,1023.8,15.8,20.6,5.8,0.49
23,67,1.5,2.7,5.56,3.73,22,1023.2,15.6,20.6,6.1,0.39
0,75,1.5,2.4,5.26,3.88,18,1023.3,15.8,20.6,6.2,0.33
1,96,2.4,3.7,5.26,4.11,13,1023.2,16.2,20.6,6.9,0.33
2,114,3.9,4.9,5.56,4.12,1,1022.9,16.6,20.6,8.1,0.28
7,164,4.3,5.9,2.47,2.71,107,1022.1,16.5,20.5,11.1,0.26
8,170,4.3,5.7,2.86,2.9,122,1022.1,16.4,20.5,10.8,0.27
9,183,2.6,4.3,2.94,2.96,132,1022,16.5,20.4,10.8,0.29
10,172,4.7,5.8,3.45,3.05,100,1021.8,16.1,20.4,11.9,0.32
11,159,5.2,6.3,3.57,3.1,114,1022.3,15.9,20.4,11.9,0.32
12,140,3.1,3.7,3.23,3.03,132,1022.8,16.1,20.4,11.5,0.34
13,138,2.1,3.2,3.23,3.07,149,1023.2,16.3,20.4,11.5,0.27
14,112,2.3,3.4,3.33,3.17,150,1023.4,16.2,20.4,11.2,0.25
15,124,3.4,4.5,3.23,3.11,153,1023.4,16.2,20.5,11.5,0.26
16,108,2.5,3.4,3.45,3.13,156,1023.2,16.1,20.6,11.1,0.28
17,111,3,4,3.45,3.13,155,1022.6,16.1,20.7,10.8,0.27
18,79,2.8,4.3,3.57,3.15,159,1021.9,16.3,20.8,10.5,0.26
19,64,2.3,3,3.57,3.09,172,1021.2,16.5,20.8,10.1,0.25
0,58,6.4,7.5,2.74,2.61,81,1020.7,19.2,20.7,13.6,0.28
1,71,6.6,7.8,3.13,2.95,73,1020.9,19.5,20.6,14.1,0.39
2,89,7.4,9,3.45,3.13,74,1020.6,20,20.5,13.3,0.45
3,104,7.4,8.7,3.57,3.19,87,1020.6,19.7,20.5,13.9,0.49
4,121,8.8,10.7,3.45,3.24,80,1020.7,19.3,20.5,13.9,0.53
5,115,10.1,11.5,3.7,3.38,82,1020.6,18.6,20.4,13.4,0.71
6,115,10.1,12,4.35,3.74,109,1020.5,18.1,20.4,12.9,1
7,122,10.3,12.1,4.55,4.01,112,1020.2,17.6,20.4,13.4,1.07
8,124,8.7,10.2,4.76,3.97,110,1020,17.3,20.4,14,1.06
9,126,8.3,9.9,5,4.13,120,1020.1,17.3,20.4,14.2,1.17
10,121,9.1,11.2,4.76,4.15,129,1020.1,17.3,20.3,14.4,1.14
11,120,8.7,10.4,4.55,3.89,130,1020.2,17.2,20.3,14.2,1.08
12,112,8.6,10.7,4.76,3.7,134,1019.8,17.1,20.3,14.1,0.96
13,112,8.3,10,4.55,3.83,132,1019.7,17,20.3,14.1,1.07
14,105,6.5,7.8,4,3.66,129,1019.3,16.7,20.3,14.3,0.89
15,101,5.1,6.2,4,3.6,131,1019.2,17.1,20.4,14.8,0.82
16,98,5.3,6,4,3.59,115,1018.8,17.3,20.4,14.9,0.75
17,90,5.3,6,4,3.44,106,1017.8,17.8,20.4,15,0.57
18,80,5.4,6.6,3.7,3.28,112,1016.3,18.7,20.4,15.5,0.49
19,68,4.6,5.4,3.45,3.07,128,1015.3,19.4,20.4,16.3,0.43
20,94,3.5,4.1,3.33,3.12,108,1014.6,20.4,20.4,16.8,0.42
21,130,6,7.5,3.45,3.18,71,1013.9,20.5,20.4,17.5,0.42
22,126,7.6,8.6,3.33,3.07,61,1013.5,20.2,20.4,17.9,0.45
23,141,7.3,8.3,3.23,3.12,96,1013.6,20.1,20.4,18.1,0.57
0,135,7.4,8.3,3.7,3.28,101,1013.6,19.8,20.4,18,0.63
1,129,9.1,10.9,4.17,3.46,113,1013.1,19.9,20.4,18.2,0.8
2,134,7.5,8.5,3.85,3.52,133,1013.4,19.9,20.4,18.3,0.82
3,143,6.7,8.1,3.7,3.38,136,1013.4,20,20.4,18.4,0.68
4,148,6.2,7.3,3.57,3.3,128,1013,20.1,20.4,18.7,0.63
5,169,6.5,8.1,3.7,3.22,133,1012.5,20.2,20.4,18.9,0.56
6,175,6,7,3.57,3.23,127,1012.3,20.3,20.4,19.2,0.58
7,181,4.7,5.4,3.57,3.24,133,1012.2,20.3,20.3,19.3,0.55
8,193,5.1,6.1,3.57,3.07,136,1012.2,20.2,20.3,19.3,0.41
9,179,4.6,6,3.23,3.01,141,1012.1,20.2,20.3,19.4,0.37
10,178,5,5.9,3.03,2.9,142,1012.2,20.2,20.3,19.5,0.33
11,183,4.9,5.4,2.94,2.81,145,1012.3,20.2,20.2,19.6,0.29
12,194,4.2,4.9,2.94,2.81,145,1012.2,20.2,20.2,19.6,0.29
13,198,4.7,6.1,2.94,2.9,146,1012.2,20.2,20.2,19.6,0.31
14,193,5.7,6.6,3.23,2.86,147,1012.2,20.6,20.3,19.7,0.31
15,208,3.3,4.3,3.13,2.91,155,1011.5,20.6,20.4,19.7,0.32
16,171,6.7,8,3.13,2.86,165,1011.4,20,20.5,19.5,0.26
17,183,6.5,8,3.03,2.85,160,1011.2,20.6,20.5,19.9,0.38
18,193,5.2,6,3.33,3.02,157,1010.6,21,20.6,19.5,0.45
19,186,3.3,4,3.33,3.03,162,1009.1,21.1,20.6,19.7,0.4
20,155,3.8,4.4,3.33,2.95,167,1008.4,21.3,20.7,19.9,0.31
21,163,4.5,5.2,3.23,2.93,172,1008,21.3,20.7,20,0.31
22,152,5.5,6.3,3.33,2.83,171,1007.8,21.1,20.7,19.9,0.31
23,181,8.7,10.3,2.94,2.65,169,1007.3,21.2,20.6,19.4,0.32
0,275,9.3,11.4,3.03,2.92,180,1007.4,20.5,20.5,18,0.51
1,288,3.2,4.4,3.33,3,218,1008.6,19.2,20.4,16.8,0.49
2,300,7.4,9.6,3.7,3.1,194,1009.8,19.2,20.4,16.4,0.45
3,314,9.5,10.8,3.57,3.19,262,1010.8,18.8,20.4,15.9,0.7
4,310,10.8,13.2,4.35,3.76,291,1011.4,17.9,20.3,15.2,1.08
5,304,11,13.6,5,4.25,302,1011.9,17.2,20.3,13.7,1.54
6,310,12.1,14.4,5.56,4.43,314,1012.7,15.9,20.2,12.2,1.56
7,320,11.1,13.2,5.88,4.8,326,1013.2,15.2,20.2,10.6,1.79
8,326,10.7,13.4,6.25,4.7,347,1013.6,14.8,20.2,9.8,1.72
9,318,10.8,13.4,5.88,4.78,349,1014.4,14.2,20.2,10,1.75
10,317,10.4,12.5,5.88,4.86,347,1015.4,14,20.2,9.8,1.76
11,309,10.6,12.6,6.25,4.85,330,1016.2,13.3,20.2,9.2,1.72
12,304,9.4,11.5,5.88,4.78,330,1017.1,13.3,20.1,8.9,1.62
13,307,9.4,11.5,6.25,4.82,339,1017.3,13.3,20.1,8.2,1.51
14,312,8.5,10.4,6.25,4.82,358,1018.3,13.7,20.1,7,1.5
15,308,7.4,11.1,5.26,4.84,324,1018.9,13.6,20.1,6.8,1.38
16,284,6.4,7.9,6.25,4.78,336,1018.9,13.9,20.1,7.1,1.27
17,275,6.3,7.9,6.25,4.79,337,1019.1,14.7,20.2,7.7,1.19
18,278,6.6,8.9,6.67,4.51,337,1018.7,15.5,20.2,7.4,1.04
19,264,5.2,7.8,6.25,4.36,332,1018.8,16.2,20.3,7.3,0.91
20,256,3.8,5.1,6.25,4.34,330,1018.7,16.6,20.3,6.8,0.87
21,215,4.2,6.2,5.88,4.28,323,1018.6,16.8,20.2,7.7,0.84
22,192,4,5.3,5.88,4.18,333,1018.6,16.8,20.2,7.6,0.76
23,195,4.3,6.2,5.26,4.17,324,1018.9,17,20.1,8.9,0.73
0,200,6.2,7.9,5.88,3.91,336,1019.2,17,20.1,10.3,0.66
1,304,6,7.7,5.56,3.73,348,1019.4,17.6,20.1,7.5,0.61
2,290,5.8,7.3,3.23,3.53,225,1019.3,17.5,20.1,6.6,0.64
3,281,6.5,7.9,3.23,3.39,231,1019.4,17.4,20.1,5.5,0.63
4,296,5.9,7.3,5,3.62,348,1019.3,17.2,20.1,5.6,0.64
5,286,5.6,6.8,3.7,3.34,227,1019.2,17,20,5.6,0.57
6,283,5.4,7,3.57,3.33,248,1019.1,16.9,20,5.3,0.48
7,274,4.7,6.3,3.57,3.3,254,1018.8,16.7,20,4.5,0.48
8,261,4.2,5.5,3.33,3.26,247,1019.1,16.6,20,4.5,0.45
9,236,2.6,4,3.33,3.21,259,1018.7,16.6,20,4.6,0.39
10,211,4.1,5.4,3.45,3.17,256,1018.8,16.6,20,5.1,0.33
11,215,4.7,5.7,3.33,3.03,238,1018.9,16.7,20,5,0.31
12,214,5.9,7.8,2.86,2.87,220,1018.9,16.9,20,5.7,0.3
13,219,6.8,8.3,3.03,2.92,202,1018.3,16.8,20,6.4,0.4
14,202,7.4,9.4,3.45,3.1,213,1017.6,16.9,20,7.5,0.5
15,203,7,8.9,3.85,3.23,212,1017,16.8,20,5.8,0.61
16,209,7.3,8.6,3.85,3.28,199,1017,16.8,20,6,0.69
17,210,8.1,10.3,3.7,3.33,196,1016.3,16.8,20,7.1,0.7
18,194,7.3,9.4,4,3.34,189,1015.4,16.8,20,7.1,0.68
19,202,7.4,9.4,4,3.54,185,1014.5,17.3,20.1,8,0.76
20,188,7.4,8.8,3.85,3.61,176,1013.9,17.6,20.1,8.1,0.7
21,185,8.9,10.5,4.35,3.74,164,1013.3,17.8,20,8.5,0.81
22,185,8.9,10.5,4.76,3.86,160,1012.8,18,20,9.1,0.88
23,183,9.8,11.4,4.76,3.93,166,1012.2,18.5,19.9,9.9,0.94
0,188,8.7,10.8,4.55,4.1,162,1012.4,19.3,19.9,10.3,1.08
1,202,8.8,10.2,4.76,4.17,168,1012.8,19.7,19.9,10.2,1.14
2,209,9.5,11.2,4.76,4.06,163,1013.1,19.8,19.9,9.8,1.13
3,222,9.4,11.7,4.76,3.97,166,1013.2,19.7,19.9,9.6,1.1
4,223,10.4,12.4,5,3.97,157,1013.1,19.6,19.9,10.2,1.09
5,243,10.3,12.9,4.76,3.93,166,1013.3,19.4,19.9,10.3,1.1
6,281,8.4,10.6,4.76,3.93,174,1013.8,18.3,19.8,10,1.06
7,297,7.1,8.4,4.76,3.91,185,1014.1,17.5,19.8,10.4,1.01
8,270,4.6,5.5,4.55,3.88,173,1014.3,17.2,19.8,10.7,0.84
9,286,6.9,8.1,5,3.91,155,1014.6,16.9,19.8,10.1,0.84
10,284,7,8.8,5,3.89,152,1015.2,16.6,19.8,10.4,0.85
11,287,7.1,8.3,3.57,3.6,239,1015.7,16.2,19.7,10.4,0.83
12,290,6.4,7.7,3.85,3.59,232,1016.5,15.8,19.7,10.6,0.77
13,283,5.6,7.2,3.45,3.55,269,1017,15.9,19.7,10.3,0.69
14,307,7.1,8.6,4,3.45,303,1017.8,15.6,19.7,8.8,0.69
15,318,7.4,9.3,4,3.5,302,1018.7,15,19.6,10.5,0.71
16,323,6.7,8.4,3.7,3.62,323,1018.8,14.2,19.6,9.4,0.77
17,315,6.1,8.6,4.55,3.72,344,1019.3,14,19.6,8.5,0.79
18,298,6.9,8.6,4.55,3.81,315,1019.8,14.1,19.5,7.3,0.77
19,292,6.9,8.9,5,3.96,313,1020.3,14.1,19.6,6.9,0.89
20,251,7.2,9.6,5,4.04,297,1020.9,14,19.6,4.1,0.83
21,273,5.7,8.7,5,3.84,298,1021.2,13.8,19.6,4.1,0.83
22,292,8.5,10.8,4.76,3.71,307,1021.3,13.5,19.6,7.2,0.82
23,291,7.5,9.5,4.55,3.71,304,1021.9,13,19.6,6.3,0.86
0,294,7.6,9.9,4.35,3.76,297,1022.4,13.1,19.6,6.6,0.93
1,302,8.3,10.1,4.55,3.68,316,1023,13,19.5,5.8,0.91
2,303,8,10.7,4.55,3.79,315,1023.5,12.9,19.5,5.2,1.07
3,328,8.4,10.1,4.17,3.81,298,1023.9,12.9,19.4,4.1,1.1
4,332,8.5,10.7,4.76,3.89,327,1024,12.6,19.4,3.3,1.09
5,319,7.5,10.3,4.76,3.83,331,1024.6,12.7,19.3,3.5,0.99
6,323,7.7,10,4.76,3.86,338,1024.9,12.7,19.2,3.7,0.99
7,309,7.2,9.6,4.55,3.88,339,1025.2,12.7,19.2,2.8,0.97
8,314,6.5,8.6,5,3.92,323,1025.4,12.6,19.2,3,0.97
9,333,7.1,9.1,5,3.98,333,1026,12.3,19.2,4.1,0.94
10,344,6.3,7.5,5,4.55,344,1026.7,12.2,19.1,3.4,1.16
11,336,6,7.8,5,4.25,345,1027.2,12.1,19.1,2.1,1
12,339,3,4.7,5,4.06,330,1027.3,12.2,19.1,-0.4,0.8
13,324,4.7,6.7,4.76,3.99,338,1027.7,12.4,19.1,0.2,0.74
14,327,2.9,5.1,4.55,3.91,341,1028.4,12.3,19.2,1.2,0.65
15,324,3.2,5.5,4.35,3.78,333,1028.4,12.3,19.3,0.8,0.58
16,325,3.2,4.9,4.35,3.84,356,1028.5,12.2,19.4,1.7,0.56
17,347,2.9,4.1,5.88,4.17,38,1027.5,12.3,19.4,2.2,0.59
18,345,2.5,3.7,5.26,4.36,17,1027.6,12.2,19.4,1.8,0.63
19,299,1.2,2.6,5.26,4.29,25,1027.2,12.2,19.4,1.2,0.59
20,45,1.7,3.1,5.26,4.3,38,1027,12.1,19.4,1.8,0.57
21,70,1.9,3.7,5,4.1,21,1026.7,12.1,19.3,3.1,0.53
22,45,1.8,2.9,4.76,4.04,9,1026.5,12.3,19.3,2.4,0.5
23,76,2.6,4.3,4.55,3.85,15,1026.4,12.6,19.3,3.1,0.45
0,58,3.4,5,4.35,3.82,35,1026.8,12.6,19.2,3.3,0.41
1,64,4.7,6.1,4.55,3.71,27,1026.4,11.9,19.2,4.8,0.39
2,52,6,7.7,4.17,3.58,28,1025.8,11.8,19.1,5.1,0.36
3,49,6.4,8.1,4.76,3.22,34,1025.8,11.9,19.1,4.4,0.37
4,55,6.2,8.4,2.6,2.95,68,1025.6,10.7,19.1,5.2,0.41
5,60,7.8,9.9,3.03,2.96,60,1024.9,10.6,19,6.9,0.51
6,83,7.6,9.6,3.23,3.08,74,1025,10.1,19,6.3,0.62
7,77,7.7,9.2,3.57,3.24,85,1025,9.9,19.1,6.3,0.66
8,75,7.6,10,4,3.41,87,1024.8,10.2,19.1,6.4,0.71
9,72,9.2,11,4.17,3.62,79,1024.5,9.8,19.1,7.6,0.87
10,75,9.4,10.8,4.17,3.87,83,1024.3,10.2,19.1,8.1,1.01
11,78,9.8,11.4,5.26,4.13,70,1023.8,10.4,19.1,8.5,1.1
12,87,8.8,10.6,5.26,4.27,71,1023.7,10.7,19.1,8.7,1.22
13,93,7.5,8.9,5,4.12,76,1023.6,10.8,19.1,8.8,1.08
14,98,7.2,8.6,5.26,4.17,67,1023.3,11.3,19.1,9.3,1.04
15,95,6.5,8.3,5.56,4.18,65,1023.1,11.4,19,9.4,0.93
16,97,5.2,6.8,4.76,4.19,84,1023,11.9,19,9.8,0.98
17,98,4.5,5.8,5,4.06,83,1022.3,12.4,19,10.4,0.86
18,92,3,3.9,4.55,4.09,90,1022.1,12.3,19,10.9,0.84
19,49,3.3,4.2,4.35,3.78,102,1021.9,13.1,19,11.3,0.63
20,48,3.6,4.7,4.35,3.63,103,1021.9,13.4,19,11.2,0.52
21,33,6.2,7.5,3.7,3.34,97,1022.2,13.4,19,11.4,0.47
22,55,6.4,8.1,3.57,2.94,94,1021.7,13.3,19,10.9,0.45
16,8,3.9,5.4,2.47,2.44,165,1017.9,3.8,3.6,3,0.27
17,9,4.3,5.4,2.94,2.88,331,1017.5,3.6,3.6,2.9,0.35
18,326,2.1,2.8,3.23,3.02,336,1018.4,3.7,3.6,2.8,0.39
19,346,4.1,4.8,4,3.37,326,1018.1,3.8,3.6,2.8,0.47
20,331,5.7,7.1,4.17,3.43,334,1017.6,3.9,3.6,2.8,0.52
21,348,6.6,8.1,4,3.31,342,1018,4,3.6,2.8,0.57
22,5,6,7.1,4,3.52,344,1018.6,4.1,3.6,2.9,0.75
23,7,6.2,7.7,4.76,3.83,346,1018.8,4,3.5,3,0.87
0,9,6.9,8.4,5,3.78,354,1019.5,4.2,3.5,2.9,0.89
1,12,6.8,8,5.26,3.95,1,1020.4,4.7,3.5,2.9,0.94
2,11,6.7,8.2,4.76,3.97,358,1020.4,4.7,3.5,2.8,0.93
3,9,4.7,5.3,5,3.98,0,1020.5,4.7,3.5,2.7,0.88
4,357,3.9,4.5,5,4.1,6,1020.5,4.7,3.5,2.9,0.8
5,5,4,5,5,3.99,12,1020.8,4.7,3.5,3.2,0.75
6,3,6.3,7.7,4.55,3.71,12,1020.2,4.2,3.5,3,0.67
7,3,4.2,5,4.76,3.75,17,1021.6,4.4,3.5,3.3,0.6
8,23,5.1,6.2,4.55,3.53,6,1021.1,4.7,3.5,3.7,0.5
9,13,5.6,6.6,4.55,3.14,8,1022,4.8,3.5,3.7,0.47
